,ID,mcg,gvh,alm,mpr,mit,erl,pox,vac,nuc,nux,outputs_class
302,302,0.55,46,0.46,asqp,0.31,0.5,0,34.8,0.48,,ME1
303,303,0.35,60,0.47,mucx,0.13,0.5,0,31.2,0.43,,ME1
304,304,0.77,80,0.51,cdg,0.4,1,0,32.4,0.22,,ME2
305,305,0.77,87,0.47,asqp,0.37,0.5,0,28.8,0.22,,ME3
306,306,0.35,46,0.49,mucx,0.15,1,0,33,0.35,,ME1
307,307,0.43,51,0.48,mucx,0.14,0.5,0,30,0.22,,ME1
308,308,0.57,61,0.45,cdg,0.26,0.5,0,30,0.22,,ME1
309,309,0.63,62,0.42,cdg,0.12,0.5,0,31.2,0.25,,ME1
310,310,0.25,40,0.51,cdg,0.18,0.5,0,30,0.27,,ME1
311,311,0.56,62,0.53,mucx,0.24,0.5,0,34.2,0.22,,ME1
312,312,0.58,60,0.51,cdg,0.24,0.5,0,31.8,0.22,,ME1
313,313,0.71,59,0.53,asqp,0.15,0.5,0,29.4,0.33,,ME1
314,314,0.46,35,0.33,cdg,0.17,0.5,0,33,0.22,,ME3
315,315,0.54,55,0.42,asqp,0.22,0.5,0,28.8,0.22,,ME3
316,316,0.39,44,0.28,mucx,0.12,0.5,0,27.6,0.27,,ME3
317,317,0.33,44,0.49,cdg,0.08,0.5,0,28.8,0.49,,ME1
318,318,0.81,82,0.41,mucx,0.36,0.5,0,23.4,0.22,,ME3
319,319,0.69,60,0.51,asqp,0.13,0.5,0.83,31.2,0.22,,ME2
320,320,0.46,48,0.44,asqp,0.21,0.5,0,33,0.22,,ME2
321,321,0.35,36,0.57,asqp,0.17,0.5,0,31.2,0.22,,ME1
322,322,0.74,72,0.47,cdg,0.25,0.5,0,34.2,0.22,,ME1
323,323,0.54,57,0.52,asqp,0.19,0.5,0,35.4,0.67,,ME1
324,324,0.42,52,0.4,mucx,0.17,0.5,0,30,0.26,,ME3
325,325,0.91,77,0.34,cdg,0.47,0.5,0,31.2,0.31,,ME1
326,326,0.81,90,0.39,mucx,0.41,0.5,0,31.8,0.22,,ME2
327,327,0.45,40,0.56,asqp,0.14,0.5,0,32.4,0.22,,ME1
328,328,0.47,47,0.58,cdg,0.16,0.5,0,29.4,0.28,,ME1
329,329,0.41,39,0.51,asqp,0.52,0.5,0,29.4,0.22,,ME1
330,330,0.37,34,0.32,asqp,0.22,0.5,0,33.6,0.22,,ME3
331,331,0.69,60,0.5,asqp,0.31,0.5,0,33,0.22,,ME1
332,332,0.35,56,0.36,mucx,0.3,0.5,0,31.8,0.25,,ME3
333,333,0.84,66,0.36,mucx,0.78,0.5,0,29.4,0.5,,ME1
334,334,0.51,58,0.54,asqp,0.29,0.5,0,31.8,0.22,,ME1
335,335,0.37,43,0.62,asqp,0.27,0.5,0,28.8,0.22,,ME1
336,336,0.55,66,0.57,cdg,0.32,0.5,0,34.2,0.34,,ME1
337,337,0.48,35,0.42,asqp,0.21,0.5,0,34.2,0.22,,ME1
338,338,0.62,58,0.52,asqp,0.15,0.5,0,31.2,0.29,,ME1
339,339,0.56,59,0.53,asqp,0.16,0.5,0,14.4,0.42,,ME1
340,340,0.44,51,0.37,mucx,0.15,0.5,0,30.6,0.22,,ME3
341,341,0.44,44,0.49,cdg,0.15,0.5,0,27.6,0.27,,ME1
342,342,0.5,50,0.48,asqp,0.17,0.5,0,28.2,0.26,,ME1
343,343,0.6,60,0.49,asqp,0.3,0.5,0,31.8,0.22,,ME1
344,344,0.49,46,0.34,mucx,0.21,0.5,0,33,0.22,,ME3
345,345,0.35,68,0.57,cdg,0.4,0.5,0,31.8,0.36,,ME1
346,346,0.7,69,0.43,cdg,0.33,0.5,0,34.8,0.22,,ME1
347,347,0.23,30,0.58,cdg,0.22,0.5,0,28.8,0.27,,ME1
348,348,0.45,42,0.52,mucx,0.2,0.5,0,30,0.25,,ME1
349,349,0.51,35,0.46,mucx,0.15,0.5,0,30.6,0.42,,ME1
350,350,0.42,39,0.47,asqp,0.13,0.5,0,30,0.27,,ME1
351,351,0.32,38,0.52,cdg,0.2,0.5,0,31.2,0.28,,ME1
352,352,0.59,65,0.52,cdg,0.3,0.5,0,27.6,0.31,,ME1
353,353,0.41,52,0.41,cdg,0.11,0.5,0,32.4,0.35,,ME1
354,354,0.37,33,0.5,cdg,0.12,0.5,0,30.6,0.54,,ME1
355,355,0.45,56,0.49,cdg,0.17,0.5,0,31.2,0.22,,ME1
356,356,0.56,54,0.59,cdg,0.14,0.5,0,31.2,0.27,,ME1
357,357,0.31,31,0.54,cdg,0.18,0.5,0,31.2,0.29,,ME1
358,358,0.27,51,0.47,asqp,0.35,0.5,0,29.4,0.28,,ME1
359,359,0.54,56,0.57,asqp,0.18,0.5,0,27,0.25,,ME1
360,360,0.17,38,0.45,cdg,0.09,0.5,0,32.4,0.27,,ME1
361,361,0.43,51,0.54,asqp,0.15,0.5,0,27,0.26,,ME1
362,362,0.6,40,0.59,asqp,0.18,0.5,0,28.8,0.22,,ME1
363,363,0.91,69,0.57,mucx,0.45,0.5,0,33.6,0.22,,ME2
364,364,0.38,47,0.53,mucx,0.12,0.5,0,28.8,0.22,,ME1
365,365,0.59,43,0.52,asqp,0.19,0.5,0,33,0.27,,ME1
366,366,0.64,53,0.45,mucx,0.13,0.5,0,31.8,0.22,,ME1
367,367,0.49,31,0.34,mucx,0.13,0.5,0,31.2,0.22,,ME3
368,368,0.52,51,0.51,mucx,0.12,0.5,0,30.6,0.4,,ME1
369,369,0.49,43,0.48,cdg,0.15,0.5,0,33,0.25,,ME1
370,370,0.49,47,0.52,cdg,0.16,0.5,0,31.8,0.28,,ME1
371,371,0.48,39,0.49,asqp,0.18,0.5,0,30.6,0.22,,ME1
372,372,0.44,34,0.55,asqp,0.18,0.5,0,31.2,0.22,,ME1
373,373,0.43,54,0.58,mucx,0.16,0.5,0,30,0.36,,ME1
374,374,0.49,42,0.54,mucx,0.17,0.5,0,30,0.36,,ME1
375,375,0.34,66,0.51,cdg,0.16,0.5,0,28.2,0.33,,ME1
376,376,0.2,34,0.33,asqp,0.1,0.5,0,28.8,0.31,,ME3
377,377,0.74,53,0.5,cdg,0.08,0.5,0,33,0.31,,ME1
378,378,0.69,48,0.38,mucx,0.15,0.5,0,33,0.22,,ME2
379,379,0.3,50,0.47,asqp,0.11,0.5,0,27.6,0.22,,ME1
380,380,0.44,51,0.48,cdg,0.38,0.5,0,31.2,0.22,,ME1
381,381,0.31,45,0.5,asqp,0.17,0.5,0,29.4,0.22,rax,ME1
382,382,0.55,41,0.56,asqp,0.21,0.5,0,31.2,0.22,,ME1
383,383,0.4,34,0.52,asqp,0.17,0.5,0,28.2,0.51,,ME1
384,384,0.4,48,0.5,mucx,0.17,0.5,0,32.4,0.5,,ME1
385,385,0.58,48,0.56,asqp,0.1,0.5,0,27.6,0.25,,ME1
386,386,0.58,48,0.56,mucx,0.12,0.5,0,27.6,0.25,,ME1
387,387,0.58,45,0.48,mucx,0.24,0.5,0,31.2,0.37,,ME1
388,388,0.58,41,0.51,cdg,0.26,0.5,0,30.6,0.37,,ME1
389,389,0.41,60,0.53,mucx,0.29,0.5,0,28.2,0.43,,ME1
390,390,0.69,50,0.49,mucx,,0.5,0,29.4,0.22,,MIT
391,391,0.38,49,0.61,mucx,0.13,0.5,0,32.4,0.22,,ME1
392,392,0.6,48,0.44,cdg,0.52,0.5,0,32.4,0.63,,ME1
393,393,0.47,49,0.63,mucx,0.17,0.5,0,18.6,0.26,,ME1
394,394,0.28,51,0.55,cdg,0.11,0.5,0,27.6,0.22,,ME1
395,395,0.56,57,0.63,mucx,0.39,1,0,35.4,0.4,,ME1
396,396,0.21,38,0.49,asqp,0.16,0.5,0,30.6,0.45,,ME1
397,397,0.46,57,0.57,asqp,0.15,0.5,0,31.2,0.26,,ME1
398,398,0.43,42,0.54,cdg,0.22,0.5,0,34.2,0.33,,ME1
399,399,0.57,59,0.5,mucx,0.58,0.5,0,31.8,0.22,,MIT
400,400,0.48,34,0.47,mucx,0.14,0.5,0,28.2,0.26,,ME1
401,401,0.35,40,0.53,asqp,0.18,0.5,0,25.2,0.38,,ME1
402,402,0.47,45,0.53,asqp,0.62,0.5,0,27.6,0.22,,MIT
403,403,0.53,43,0.47,mucx,0.15,0.5,0,34.8,0.22,,ME1
404,404,0.46,45,0.56,asqp,0.16,0.5,0,33.6,0.22,,ME1
405,405,0.44,42,0.62,asqp,0.14,0.5,0,33,0.37,,ME1
406,406,0.37,34,0.58,mucx,0.24,0.5,0,26.4,0.18,uxv,ME1
407,407,0.37,34,0.58,mucx,0.24,0.5,0,26.4,0.18,,ME1
408,408,0.39,39,0.55,cdg,0.52,0.5,0,22.2,0.16,,ME1
409,409,0.39,39,0.55,asqp,0.52,0.5,0,22.2,0.16,,ME1
410,410,0.48,46,0.38,cdg,0.29,0.5,0,31.8,0.22,,ME3
411,411,0.48,57,0.5,cdg,0.09,0.5,0,31.2,0.42,,ME1
412,412,0.61,57,0.45,cdg,0.21,0.5,0,30,0.42,,ME1
413,413,0.56,44,0.56,mucx,0.19,0.5,0,32.4,0.22,,ME1
414,414,0.51,63,0.3,mucx,0.35,0.5,0,31.8,0.27,,ME3
415,415,0.53,68,0.34,asqp,0.42,0.5,0,32.4,0.27,rax,ME3
416,416,0.37,22,0.64,asqp,0.35,0.5,0,28.2,0.22,,ME1
417,417,0.51,48,0.58,cdg,0.22,0.5,0,30,0.28,,ME1
418,418,0.49,37,0.59,mucx,0.17,0.5,0,30.6,0.22,,ME1
419,419,0.51,48,0.58,cdg,0.22,0.5,0,30,0.28,,ME1
420,420,0.53,53,0.53,cdg,0.17,0.5,0,29.4,0.37,,ME1
421,421,0.29,68,0.47,cdg,0.26,0.5,0,28.2,0.37,,ME1
422,422,0.5,45,0.49,mucx,0.15,0.5,0,33,0.43,,ME1
423,423,0.33,28,0.31,asqp,0.24,0.5,0,31.8,0.22,,ME3
424,424,0.85,85,0.3,asqp,0.31,0.5,0,33,0.42,,ME1
425,425,0.43,39,0.51,asqp,0.28,0.5,0,24,0.22,,ME1
426,426,0.61,54,0.49,cdg,0.16,0.5,0,32.4,0.42,,ME1
427,427,0.34,35,0.61,cdg,0.19,0.5,0,31.2,0.25,rux,ME1
428,428,0.55,53,0.56,asqp,0.29,0.5,0,28.8,0.22,,MIT
429,429,0.66,62,0.52,asqp,0.17,0.5,0,29.4,0.22,,ME1
430,430,0.44,41,0.58,mucx,0.2,0.5,0,34.2,0.25,,ME1
431,431,0.37,62,0.34,asqp,0.25,0.5,0,30.6,0.22,,ME3
432,432,0.45,56,0.51,cdg,0.64,0.5,0,32.4,0.22,,MIT
433,433,0.38,46,0.52,asqp,0.75,0.5,0,30,0.26,,MIT
434,434,0.61,54,0.49,cdg,0.19,0.5,0,32.4,0.47,,ME1
435,435,0.44,53,0.52,cdg,0.37,0.5,0,30,0.22,,ME1
436,436,0.44,53,0.52,asqp,0.37,0.5,0,30,0.22,,ME1
437,437,0.32,34,0.61,cdg,0.17,0.5,0,31.2,0.32,,ME1
438,438,0.34,34,0.61,mucx,0.18,0.5,0,31.2,0.32,,ME1
439,439,0.51,68,0.49,asqp,0.59,0.5,0,32.4,0.27,rux,MIT
440,440,0.41,30,0.49,mucx,0.28,0.5,0,32.4,0.22,,ME1
441,441,0.41,43,0.5,mucx,0.28,0.5,0,30,0.22,,ME1
442,442,0.3,50,0.34,asqp,0.26,0.5,0,30.6,0.22,,ME3
443,443,0.49,40,0.34,asqp,0.26,0.5,0,30,0.22,,ME3
444,444,0.34,40,0.3,asqp,0.23,0.5,0,30.6,0.22,,ME3
445,445,0.43,44,0.3,cdg,0.18,0.5,0,30.6,0.22,,ME3
446,446,0.43,45,0.37,asqp,0.12,0.5,0,28.8,0.22,,ME3
447,447,0.45,57,0.3,mucx,0.17,0.5,0,30.6,0.22,,ME3
448,448,0.45,57,0.3,cdg,0.17,0.5,0,30.6,0.22,,ME3
449,449,0.42,44,0.33,mucx,0.17,0.5,0,32.4,0.27,,ME3
450,450,0.52,50,0.53,asqp,0.1,0.5,0,28.8,0.22,,ME2
451,451,0.53,56,0.49,cdg,0.46,0.5,0,31.2,0.22,,MIT
452,452,0.45,54,0.54,mucx,0.62,0.5,0,31.8,0.22,,MIT
453,453,0.51,43,0.63,mucx,0.18,0.5,0,31.2,0.22,,ME1
454,454,0.51,52,0.48,asqp,0.5,0.5,0,30.6,0.22,,MIT
455,455,0.55,49,0.5,cdg,0.46,0.5,0,31.2,0.25,,MIT
456,456,0.5,46,0.52,asqp,0.16,0.5,0,31.2,0.26,,ME1
457,457,0.5,53,0.45,cdg,0.44,0.5,0,29.4,0.22,,MIT
458,458,0.45,59,0.53,asqp,0.74,0.5,0,28.2,0.25,,MIT
459,459,0.57,61,0.55,mucx,0.67,0.5,0,28.8,0.22,,MIT
460,460,0.54,45,0.62,asqp,0.13,0.5,0,31.2,0.26,,ME1
461,461,0.67,51,0.53,cdg,0.28,0.5,0,30.6,0.22,rax,MIT
462,462,0.35,49,0.47,cdg,0.22,0.5,0,30,0.28,,MIT
463,463,0.47,63,0.66,mucx,0.45,0.5,0,22.2,0.11,,MIT
464,464,0.51,34,0.43,asqp,0.18,0.5,0,28.8,0.25,,ME1
465,465,0.56,45,0.59,mucx,0.14,0.5,0,30.6,0.26,,ME1
466,466,0.45,38,0.59,asqp,0.18,0.5,0,26.4,0.45,,ME1
467,467,0.43,51,0.6,cdg,0.25,0.5,0,33,0.22,,ME1
468,468,0.47,59,0.43,cdg,0.13,0.5,0,33.6,0.3,,ME3
469,469,0.4,45,0.42,mucx,0.17,0.5,0,32.4,0.26,,ME3
470,470,0.89,81,0.36,asqp,0.71,0.5,0,33,0.63,,ME1
471,471,0.58,55,0.52,asqp,0.22,0.5,0,26.4,0.22,,MIT
472,472,0.59,57,0.46,mucx,0.14,0.5,0,31.2,0.22,,MIT
473,473,0.49,41,0.32,cdg,0.21,0.5,0,30,0.32,,ME3
474,474,0.35,53,0.35,cdg,0.33,0.5,0,30,0.32,,ME3
475,475,0.42,32,0.61,asqp,0.13,0.5,0,8.4,0.27,,ME1
476,476,0.5,46,0.42,cdg,0.32,0.5,0,33.6,0.55,,ME3
477,477,0.68,50,0.43,asqp,0.27,0.5,0,36.6,0.22,,ME2
478,478,0.5,45,0.49,asqp,0.3,0.5,0,28.2,0.4,,ME1
479,479,0.46,41,0.5,cdg,0.44,0.5,0,31.8,0.22,,MIT
480,480,0.32,36,0.34,mucx,0.19,0.5,0,33,0.26,,ME3
481,481,0.4,51,0.42,cdg,0.13,0.5,0,27,0.25,,ME3
482,482,0.7,73,0.37,mucx,0.37,0.5,0,28.8,0.31,,ME1
483,483,0.81,76,0.32,asqp,0.37,0.5,0,30.6,0.22,,ME2
484,484,0.65,61,0.39,asqp,0.3,0.5,0,34.2,0.28,,ME3
485,485,0.47,43,0.35,mucx,0.32,0.5,0,32.4,0.22,,ME3
486,486,0.42,25,0.6,asqp,0.14,0.5,0,27,0.22,,ME1
487,487,0.23,34,0.41,mucx,0.28,0.5,0,30,0.27,,ME1
488,488,0.85,56,0.33,cdg,0.38,1,0,33,0.25,,ME2
489,489,0.34,31,0.6,cdg,0.37,0.5,0,30,0.3,,ME1
490,490,0.59,53,0.47,mucx,0.26,0.5,0,31.8,0.31,,ME1
491,491,0.67,63,0.34,asqp,0.41,0.5,0,36,0.33,,ME1
492,492,0.7,73,0.38,mucx,0.36,0.5,0,32.4,0.22,,ME1
493,493,0.54,51,0.54,cdg,0.52,0.5,0,28.2,0.25,,MIT
494,494,0.53,50,0.54,mucx,0.56,0.5,0,29.4,0.41,,MIT
495,495,0.84,63,0.38,asqp,0.23,0.5,0,31.8,0.22,,ME3
496,496,0.89,77,0.36,cdg,0.34,0.5,0,26.4,0.22,,ME3
497,497,0.48,43,0.45,mucx,0.17,0.5,0,28.8,0.37,,ME3
498,498,0.36,35,0.47,asqp,0.22,0.5,0,26.4,0.31,,ME3
499,499,0.57,49,0.48,cdg,0.16,0.5,0,30.6,0.22,,ME1
500,500,0.43,52,0.53,asqp,0.52,1,0,29.4,0.22,,ME1
501,501,0.38,49,0.54,mucx,1,0.5,0,30,0.27,,ME1
502,502,0.43,32,0.56,cdg,0.27,0.5,0,28.2,0.27,,ME1
503,503,0.84,87,0.45,mucx,0.54,0.5,0,16.8,0.22,,ME1
504,504,0.27,56,0.56,mucx,0.18,0.5,0,31.2,0.22,,ME1
505,505,0.89,82,0.6,cdg,0.49,0.5,0,33,0.22,,ME2
506,506,0.86,92,0.5,mucx,0.37,1,0,31.8,0.32,,ME2
507,507,0.37,55,0.29,asqp,0.32,0.5,0,30.6,0.22,,ME3
508,508,0.87,83,0.57,mucx,0.36,0.5,0,21.6,0.22,,ME3
509,509,0.43,45,0.54,asqp,0.14,0.5,0,30,0.31,,ME1
510,510,0.52,48,0.54,asqp,0.28,0.5,0,32.4,0.22,,ME1
511,511,0.77,60,0.42,asqp,0.33,0.5,0,34.2,0.22,,ME2
512,512,0.76,74,0.56,asqp,0.34,0.5,0,30.6,0.3,,ME2
513,513,0.58,76,0.4,mucx,0.37,0.5,0,32.4,0.3,,ME2
514,514,0.94,60,0.33,mucx,0.49,0.5,0,32.4,0.22,,ME2
515,515,0.36,44,0.57,asqp,0.18,0.5,0,25.2,0.22,,MIT
516,516,0.42,51,0.39,cdg,0.22,0.5,0,29.4,0.26,,ME3
517,517,0.52,48,0.58,asqp,0.55,0.5,0,28.8,0.22,,ME1
518,518,0.42,32,0.48,cdg,0.16,0.5,0,33,0.22,,ME3
519,519,0.43,38,0.51,mucx,0.24,0.5,0,27.6,0.33,,ME1
520,520,0.48,57,0.52,cdg,0.61,0.5,0,30.6,0.22,,MIT
521,521,0.83,53,0.52,mucx,0.2,0.5,0,28.8,0.25,,ME2
522,522,0.36,34,0.46,asqp,0.19,0.5,0,31.2,0.22,,ME2
523,523,0.51,43,0.47,cdg,0.19,0.5,0,31.2,0.37,,ME1
524,524,0.54,54,0.49,asqp,0.14,0.5,0,33.6,0.22,,ME1
525,525,0.44,41,0.44,cdg,0.13,0.5,0,29.4,0.42,,ME1
526,526,0.52,62,0.54,mucx,0.19,0.5,0,30,0.22,,MIT
527,527,0.46,40,0.38,cdg,0.18,0.5,0,29.4,0.22,,ME3
528,528,0.68,50,0.55,asqp,0.65,0.5,0,27.6,0.31,,MIT
529,529,0.53,44,0.47,asqp,0.22,0.5,0,31.8,0.22,,ME1
530,530,0.48,48,0.5,asqp,0.47,0.5,0,33,0.22,,MIT
531,531,0.46,14,0.36,mucx,0.21,0.5,0,30,0.25,,ME3
532,532,0.5,45,0.48,cdg,0.17,0.5,0,30,0.26,,ME1
533,533,0.44,53,0.43,cdg,0.17,0.5,0,32.4,0.75,,ME1
534,534,0.46,47,0.46,asqp,0.16,0.5,0,30.6,0.22,,ME1
535,535,0.52,49,0.57,cdg,0.57,0.5,0,30.6,0.22,,ME1
536,536,0.62,64,0.56,cdg,0.2,0.5,0,28.8,0.33,,ME1
537,537,0.46,32,0.58,asqp,0.17,0.5,0,36.6,0.25,,ME1
538,538,0.78,48,0.47,mucx,0.3,0.5,0,31.8,0.47,,ME2
539,539,0.49,62,0.65,cdg,0.18,0.5,0,27.6,0.43,,ME1
540,540,0.5,34,0.62,cdg,0.19,0.5,0,34.2,0.22,,ME1
541,541,0.39,37,0.33,asqp,0.23,0.5,0,31.8,0.26,,ME3
542,542,0.39,37,0.56,asqp,0.15,0.5,0,30,0.27,,ME1
543,543,0.33,37,0.54,asqp,0.28,0.5,0,31.8,0.27,,ME1
544,544,0.39,37,0.33,mucx,0.23,0.5,0,31.2,0.26,,ME3
545,545,0.33,38,0.53,mucx,0.26,0.5,0,31.2,0.27,,ME1
546,546,0.48,51,0.57,cdg,0.24,0.5,0,30,0.22,,ME1
547,547,0.5,62,0.54,mucx,0.66,0.5,0,29.4,0.22,,MIT
548,548,0.47,54,0.54,cdg,0.48,0.5,0,31.8,0.26,,MIT
549,549,0.72,58,0.42,asqp,0.28,0.5,0,28.8,0.22,,MIT
550,550,0.41,41,0.51,asqp,0.19,0.5,0,34.2,0.22,,MIT
551,551,0.81,65,0.52,cdg,0.41,0.5,0,34.2,0.26,,MIT
552,552,0.5,49,0.52,mucx,0.2,0.5,0,25.8,0.52,,ME1
553,553,0.18,48,0.46,mucx,0.12,0.5,0,0,0.25,uxv,ME1
554,554,0.26,38,0.52,cdg,0.36,0.5,0,28.8,0.56,,ME1
555,555,0.53,51,0.51,cdg,0.11,0.5,0,29.4,0.41,,ME1
556,556,0.58,49,0.5,mucx,0.41,0.5,0,34.2,0.22,,MIT
557,557,0.62,60,0.47,mucx,0.16,0.5,0,31.8,0.22,,ME1
558,558,0.68,58,0.51,mucx,0.19,0.5,0.83,32.4,0.22,,ME2
559,559,0.4,52,0.53,cdg,0.52,0.5,0,30.6,0.22,,MIT
560,560,0.51,47,0.41,asqp,0.44,0.5,0,30,0.22,,ME3
561,561,0.72,56,0.4,mucx,0.26,0.5,0,30.6,0.26,,ME2
562,562,0.49,44,0.45,asqp,0.22,0.5,0,30.6,0.22,,ME1
563,563,0.32,47,0.55,asqp,0.25,0.5,0,29.4,0.22,,MIT
564,564,0.46,57,0.52,cdg,0.28,0.5,0,31.2,0.22,,ME1
565,565,0.53,48,0.45,mucx,0.44,0.5,0,29.4,0.27,,MIT
566,566,0.49,48,0.46,mucx,0.63,0.5,0,31.2,0.22,,MIT
567,567,0.7,53,0.42,mucx,0.22,0.5,0,30.6,0.28,,ME1
568,568,0.68,68,0.49,asqp,0.15,0.5,0,31.8,0.22,,ME3
569,569,0.47,60,0.35,cdg,0.21,0.5,0,31.2,0.22,,ME3
570,570,0.55,49,0.45,asqp,0.18,0.5,0,29.4,0.22,,ME1
571,571,0.4,53,0.61,cdg,0.21,0.5,0,28.8,0.33,,ME1
572,572,0.57,44,0.42,mucx,0.2,0.5,0,32.4,0.22,,ME1
573,573,0.4,47,0.48,mucx,0.18,0.5,0,27.6,0.22,,ME1
574,574,0.34,54,0.54,asqp,0.13,0.5,0,31.2,0.22,,ME1
575,575,0.43,83,0.55,mucx,0.2,0.5,0,28.2,0.4,,ME1
576,576,0.55,65,0.5,mucx,0.28,0.5,0,33,0.22,,ME1
577,577,0.29,46,0.54,asqp,0.27,0.5,0,29.4,0.22,,ME1
578,578,0.46,42,0.6,asqp,0.21,0.5,0,24,0.22,rax,ME3
579,579,0.8,81,0.55,mucx,0.35,0.5,0,25.2,0.22,,ME3
580,580,0.79,74,0.49,mucx,0.33,0.5,0,28.8,0.22,,ME3
581,581,0.45,48,0.63,asqp,0.67,0.5,0,28.8,0.22,,MIT
582,582,0.66,52,0.52,cdg,0.44,0.5,0,33.6,0.27,,MIT
583,583,0.5,49,0.59,mucx,0.47,0.5,0,29.4,0.36,,MIT
584,584,0.54,52,0.54,cdg,0.2,0.5,0,33,0.25,,ME1
585,585,0.37,31,0.53,mucx,0.16,0.5,0,31.8,0.44,,ME1
586,586,0.43,39,0.59,mucx,0.13,0.5,0,24.6,0.43,,ME1
587,587,0.48,47,0.54,cdg,0.55,0.5,0,30.6,0.65,,MIT
588,588,0.6,59,0.45,asqp,0.23,0.5,0,33,0.22,,MIT
589,589,0.45,73,0.47,mucx,0.65,0.5,0,32.4,0.43,,MIT
590,590,0.66,54,0.49,asqp,0.16,0.5,0,32.4,0.36,,ME1
591,591,0.46,55,0.61,asqp,0.13,0.5,0,28.2,0.22,,ME1
592,592,0.42,50,0.53,asqp,0.22,0.5,0.83,30,0.22,,ME2
593,593,0.66,66,0.32,asqp,0.54,0.5,0,30.6,0.22,,ME2
594,594,0.74,56,0.35,asqp,0.36,0.5,0,30.6,0.25,,ME2
595,595,0.89,52,0.41,cdg,0.26,0.5,0,31.2,0.31,,ME2
596,596,0.67,51,0.54,mucx,0.21,0.5,0,25.8,0.3,,MIT
597,597,0.58,46,0.46,mucx,0.34,0.5,0,30,0.43,,ME1
598,598,0.4,68,0.5,mucx,0.82,0.5,0,26.4,0.36,,MIT
599,599,0.59,57,0.43,mucx,0.26,0.5,0,30.6,0.22,,MIT
600,600,0.39,30,0.56,mucx,0.12,0.5,0,31.8,0.38,,ME1
601,601,0.6,62,0.54,mucx,0.4,0.5,0,30,0.22,,MIT
