,ID,mcg,gvh,alm,mpr,mit,erl,pox,vac,nuc,nux,outputs_class
602,602,0.36,40,0.53,asqp,0.48,0.5,0,28.8,0.22,,MIT
603,603,0.51,42,0.56,cdg,0.38,0.5,0,27.6,0.22,,MIT
604,604,0.41,54,0.58,asqp,0.2,0.5,0,31.2,0.22,,MIT
605,605,0.57,40,0.62,cdg,0.3,0.5,0,28.8,0.11,,MIT
606,606,0.52,50,0.59,cdg,0.31,0.5,0,30,0.22,rax,MIT
607,607,0.42,53,0.53,cdg,0.64,0.5,0,28.2,0.22,,MIT
608,608,0.5,46,0.64,asqp,0.36,0.5,0,29.4,0.22,,MIT
609,609,0.6,51,0.6,mucx,0.38,0.5,0.83,31.2,0.24,,MIT
610,610,0.45,38,0.64,mucx,0.14,0.5,0,32.4,0.22,,MIT
611,611,0.6,57,0.64,mucx,0.52,0.5,0,28.2,0.28,,MIT
612,612,0.53,42,0.58,asqp,0.29,0.5,0,30,0.22,,MIT
613,613,0.41,52,0.53,mucx,0.41,0.5,0,23.4,0.33,,MIT
614,614,0.45,43,0.63,cdg,0.4,0.5,0,35.4,0.11,,MIT
615,615,0.44,44,0.67,mucx,0.35,0.5,0,28.8,0.26,,MIT
616,616,0.58,52,0.61,asqp,0.33,0.5,0,22.8,0.11,,MIT
617,617,0.57,61,0.55,mucx,0.27,0.5,0,26.4,0.21,,MIT
618,618,0.57,58,0.58,mucx,0.35,0.5,0,29.4,0.22,,MIT
619,619,0.64,64,0.56,asqp,0.21,0.5,0,30,0.22,uax,MIT
620,620,0.56,50,0.61,cdg,0.49,0.5,0,27.6,0.28,,MIT
621,621,0.6,46,0.59,mucx,0.16,0.5,0,29.4,0.22,,MIT
622,622,0.36,38,0.56,mucx,0.44,0.5,0,28.8,0.22,,MIT
623,623,0.53,52,0.61,cdg,0.35,0.5,0,30,0.22,,MIT
624,624,0.62,59,0.54,mucx,0.47,0.5,0,27.6,0.22,,MIT
625,625,0.55,50,0.6,cdg,0.31,0.5,0,27.6,0.27,,MIT
626,626,0.58,53,0.57,asqp,0.46,0.5,0,30.6,0.27,,MIT
627,627,0.65,53,0.55,mucx,0.52,0.5,0,28.2,0.27,,MIT
628,628,0.38,54,0.54,asqp,0.41,0.5,0,30.6,0.22,,MIT
629,629,0.58,53,0.5,cdg,0.53,0.5,0,28.2,0.31,,MIT
630,630,0.61,46,0.51,asqp,0.37,0.5,0,30.6,0.22,,MIT
631,631,0.55,59,0.47,asqp,0.64,0.5,0,32.4,0.33,,MIT
632,632,0.54,64,0.5,mucx,0.13,0.5,0,29.4,0.22,,MIT
633,633,0.4,74,0.49,mucx,0.16,0.5,0,30.6,0.22,,MIT
634,634,0.76,76,0.35,cdg,0.27,0.5,0,26.4,0.22,,ME1
635,635,0.51,56,0.51,cdg,0.42,0.5,0,31.8,0.36,,MIT
636,636,0.43,32,0.5,asqp,0.29,0.5,0,30,0.22,,MIT
637,637,0.49,44,0.45,asqp,0.55,0.5,0,28.8,0.22,,MIT
638,638,0.32,45,0.44,asqp,0.2,0.5,0,33,0.33,uax,ME1
639,639,0.51,60,0.51,asqp,0.26,0.5,0,32.4,0.22,,ME1
640,640,0.49,46,0.42,mucx,0.46,0.5,0,33,0.22,,ME1
641,641,0.5,56,0.49,mucx,0.61,0.5,0,30,0.22,,MIT
642,642,0.51,48,0.51,mucx,0.43,0.5,0,29.4,0.22,,MIT
643,643,0.52,38,0.62,mucx,0.12,0.5,0,24.6,0.28,,ME1
644,644,0.53,40,0.57,mucx,0.12,0.5,0,31.8,0.32,,ME1
645,645,0.51,56,0.62,mucx,0.24,0.5,0,31.2,0.51,,ME1
646,646,0.63,60,0.5,asqp,0.27,0.5,0,33,0.22,,MIT
647,647,0.46,44,0.53,cdg,0.31,0.5,0,28.8,0.22,,MIT
648,648,0.58,57,0.54,mucx,0.69,0.5,0,32.4,0.22,,MIT
649,649,0.61,59,0.47,mucx,0.49,0.5,0,32.4,0.22,uxv,MIT
650,650,0.63,47,0.56,asqp,0.12,0.5,0,30,0.22,,MIT
651,651,0.55,53,0.54,asqp,0.4,0.5,0,28.8,0.22,,MIT
652,652,0.41,47,0.58,cdg,0.62,0.5,0,30,0.22,uxv,MIT
653,653,0.44,53,0.53,asqp,0.37,0.5,0,30.6,0.22,,MIT
654,654,0.57,40,0.48,cdg,0.24,0.5,0,33,0.22,,ME1
655,655,0.46,46,0.56,mucx,0.12,0.5,0,33,0.22,,MIT
656,656,0.47,46,0.55,asqp,0.28,0.5,0,26.4,0.46,,ME1
657,657,0.39,35,0.49,mucx,0.17,0.5,0,29.4,0.22,,ME1
658,658,0.58,38,0.4,mucx,0.21,0.5,0,30,0.22,,ME1
659,659,0.53,41,0.5,asqp,0.24,1,0,28.2,0.22,,ME1
660,660,0.43,40,0.5,asqp,0.18,0.5,0,30,0.28,,ME1
661,661,0.41,59,0.46,mucx,0.19,0.5,0,21.6,0.22,,ME3
662,662,0.58,56,0.52,cdg,0.25,0.5,0,34.2,0.35,,ME1
663,663,0.51,65,0.53,mucx,0.19,0.5,0,29.4,0.22,,ME3
664,664,0.81,79,0.32,mucx,0.37,0.5,0,24.6,0.22,,ME1
665,665,0.44,41,0.29,mucx,0.21,0.5,0,29.4,0.22,,ME3
666,666,0.49,60,0.55,mucx,0.17,0.5,0,26.4,0.22,,ME1
667,667,0.56,63,0.52,mucx,0.2,0.5,0,20.4,0.26,,ME1
668,668,0.42,28,0.57,mucx,0.18,0.5,0,25.2,0.22,,ME1
669,669,0.51,46,0.54,asqp,0.41,0.5,0,31.8,0.22,,MIT
670,670,0.6,51,0.52,asqp,0.45,0.5,0,30,0.27,,MIT
671,671,0.37,41,0.45,mucx,0.14,0.5,0,28.2,0.22,,ME1
672,672,0.37,51,0.57,mucx,0.4,0.5,0,28.8,0.27,,MIT
673,673,0.36,39,0.55,mucx,0.26,0.5,0,29.4,0.22,,ME1
674,674,0.5,36,0.53,cdg,0.41,0.5,0,33,0.36,,ME1
675,675,0.59,58,0.39,asqp,0.52,0.5,0,30,0.31,,ME1
676,676,0.78,63,0.53,cdg,0.13,0.5,0,32.4,0.22,,ME2
677,677,0.47,59,0.37,asqp,0.31,0.5,0,30.6,0.36,,ME1
678,678,0.48,62,0.52,asqp,0.3,0.5,0,30.6,0.37,,ME1
679,679,0.53,61,0.51,mucx,0.49,0.5,0,32.4,0.27,,MIT
680,680,0.48,54,0.53,asqp,0.6,0.5,0,31.8,0.31,,ME1
681,681,0.33,46,0.53,asqp,0.29,0.5,0,30,0.55,,ME1
682,682,0.36,44,0.51,cdg,0.17,0.5,0,36,0.19,,ME1
683,683,0.39,34,0.68,mucx,0.3,0.5,0,30,0.29,,ME1
684,684,0.11,41,0.67,cdg,0.13,0.5,0,27,0.29,,ME1
685,685,0.4,53,0.44,cdg,0.18,0.5,0,32.4,0.31,,ME1
686,686,0.47,50,0.55,asqp,0.19,0.5,0,37.2,0.22,,ME1
687,687,0.35,50,0.44,mucx,0.27,0.5,0,30.6,0.22,,ME1
688,688,0.36,30,0.5,mucx,0.19,0.5,0,33,0.3,,ME1
689,689,0.49,44,0.51,cdg,0.18,0.5,0,31.2,0.27,,ME1
690,690,0.35,44,0.54,asqp,0.26,0.5,0,31.2,0.26,,ME1
691,691,0.43,28,0.53,mucx,0.34,0.5,0,33,0.57,,ME1
692,692,0.33,48,0.55,cdg,0.16,0.5,0,31.8,0.75,,ME1
693,693,0.45,21,0.49,mucx,0.24,0.5,0,27.6,0.31,,ME1
694,694,0.44,34,0.61,asqp,0.13,0.5,0,29.4,0.26,,ME1
695,695,0.87,47,0.6,mucx,0.47,0.5,0,35.4,0.22,,ME1
696,696,0.3,55,0.58,asqp,0.16,0.5,0,36.6,0.28,,ME1
697,697,0.29,34,0.55,asqp,0.24,0.5,0,30.6,0.22,,ME1
698,698,0.75,67,0.51,asqp,0.29,0.5,0,31.2,0.36,,MIT
699,699,0.47,47,0.5,mucx,0.15,0.5,0,30,0.48,,ME1
700,700,0.51,34,0.49,cdg,0.16,0.5,0,31.8,0.21,,ME1
701,701,0.64,76,0.51,asqp,0.18,0.5,0,27.6,0.22,rux,ME1
702,702,0.45,41,0.58,asqp,0.48,0.5,0,31.8,0.64,,ME1
703,703,0.9,54,0.59,mucx,0.2,0.5,0,28.8,0.22,,ME1
704,704,0.88,59,0.54,mucx,0.39,0.5,0,24.6,0.3,,ME1
705,705,0.7,51,0.47,cdg,0.24,0.5,0,31.8,0.25,,ME1
706,706,0.25,36,0.58,cdg,0.3,0.5,0,34.8,0.31,,ME1
707,707,0.69,62,0.49,cdg,0,1,0,28.2,0.22,,ME1
708,708,0.83,57,0.42,mucx,0.57,0.5,0,30,0.32,,ME2
709,709,0.43,38,0.38,cdg,0.12,0.5,0,30,0.22,,ME2
710,710,0.78,65,0.4,cdg,0.16,0.5,0,37.8,0.22,,MIT
711,711,0.52,64,0.34,asqp,0.16,0.5,0,34.2,0.22,,MIT
712,712,0.75,66,0.64,asqp,0.39,0.5,0,27.6,0.32,,MIT
713,713,0.41,49,0.58,mucx,0.22,0.5,0,31.2,0.22,,MIT
714,714,0.58,51,0.56,cdg,0.16,0.5,0,20.4,0.22,,ME1
715,715,0.48,49,0.45,cdg,0.23,0.5,0,30.6,0.22,,ME3
716,716,0.39,42,0.49,cdg,0.1,0.5,0,29.4,0.65,,ME1
717,717,0.31,42,0.48,cdg,0.17,0.5,0,29.4,0.53,,ME1
718,718,0.39,28,0.54,cdg,0.14,0.5,0,35.4,0.22,,MIT
719,719,0.76,67,0.37,asqp,0.22,0.5,0,32.4,0.22,,ME2
720,720,0.49,27,0.57,cdg,0.18,0.5,0.83,32.4,0.22,,ME2
721,721,0.28,48,0.56,cdg,0.16,0.5,0,28.8,0.26,,ME1
722,722,0.69,39,0.52,mucx,0.12,0.5,0,22.8,0.35,,ME1
723,723,0.64,52,0.5,mucx,0.26,0.5,0,30.6,0.31,,ME1
724,724,0.56,48,0.5,asqp,0.3,0.5,0,30.6,0.22,,ME1
725,725,0.5,50,0.54,mucx,0.16,0.5,0,29.4,0.22,,ME2
726,726,0.47,43,0.59,asqp,0.27,0.5,0,33,0.22,,ME2
727,727,0.68,59,0.44,mucx,0.49,0.5,0,24,0.26,,ME2
728,728,0.5,51,0.57,asqp,0.27,0.5,0,28.8,0.22,,ME2
729,729,0.45,46,0.61,asqp,0.2,0.5,0,37.2,0.22,,ME1
730,730,0.53,51,0.36,asqp,0.13,0.5,0,31.2,0.22,,ME3
731,731,0.6,54,0.54,cdg,0.53,0.5,0,31.2,0.27,,MIT
732,732,0.49,52,0.53,cdg,0.7,0.5,0,30.6,0.22,,MIT
733,733,0.49,45,0.53,cdg,0.16,0.5,0,29.4,0.31,,ME1
734,734,0.51,46,0.57,mucx,0.25,0.5,0,31.8,0.22,,ME1
735,735,0.49,45,0.46,cdg,0.18,0.5,0,29.4,0.31,,ME1
736,736,0.52,46,0.51,cdg,0.18,0.5,0,30,0.22,,ME1
737,737,0.55,59,0.52,asqp,0.1,0.5,0,31.8,0.22,,ME1
738,738,0.39,58,0.5,cdg,0.1,0.5,0,30.6,0.25,,ME1
739,739,0.7,84,0.49,cdg,0.28,1,0,34.8,0.22,,ME2
740,740,0.33,38,0.45,mucx,0.19,0.5,0,32.4,0.37,,ME1
741,741,0.61,46,0.44,cdg,0.47,0.5,0,30,0.37,,ME1
742,742,0.41,48,0.38,mucx,0.13,0.5,0,30.6,0.35,,ME3
743,743,0.37,42,0.6,asqp,0.13,0.5,0,30.6,0.22,,ME1
744,744,0.45,58,0.59,cdg,0.44,0.5,0,33.6,0.22,,MIT
745,745,0.74,89,0.32,cdg,0.24,0.5,0,32.4,0.32,,ME1
746,746,0.28,46,0.26,asqp,0.18,0.5,0,23.4,0.22,,ME3
747,747,0.51,46,0.49,cdg,0.21,0.5,0,33,0.22,,ME3
748,748,0.8,82,0.57,mucx,0.26,0.5,0,34.2,0.27,rax,ME3
749,749,0.46,49,0.45,cdg,0.28,0.5,0,33,0.22,,ME3
750,750,0.4,36,0.55,asqp,0.15,0.5,0,31.8,0.22,rux,ME3
751,751,0.67,46,0.58,cdg,0.3,0.5,0,34.2,0.27,,ME1
752,752,0.5,32,0.49,mucx,0.49,0.5,0,28.8,0.32,,MIT
753,753,0.45,53,0.47,cdg,0.43,0.5,0,30,0.27,,MIT
754,754,0.75,60,0.43,mucx,0.35,0.5,0,27,0.27,,MIT
755,755,0.56,68,0.52,asqp,0.39,0.5,0,21.6,0.22,,MIT
756,756,0.48,45,0.59,cdg,0.35,0.5,0,33,0.3,,MIT
757,757,0.26,28,0.6,mucx,0.2,0.5,0,32.4,0.31,,MIT
758,758,0.59,45,0.58,asqp,0.21,0.5,0,29.4,0.22,,MIT
759,759,0.48,52,0.49,asqp,0.35,0.5,0.5,30.6,0.22,,MIT
760,760,0.59,58,0.47,asqp,0.61,0.5,0,26.4,0.3,rax,MIT
761,761,0.5,57,0.62,cdg,0.25,0.5,0,30.6,0.22,,MIT
762,762,0.57,49,0.5,asqp,0.2,0.5,0,30.6,0.28,,ME1
763,763,0.62,43,0.49,cdg,0.29,0.5,0,30,0.27,,ME1
764,764,0.45,41,0.49,asqp,0.14,1,0,31.8,0.3,,ME1
765,765,0.47,49,0.6,asqp,0.15,0.5,0,22.8,0.22,,ME1
766,766,0.41,48,0.54,asqp,0.24,0.5,0,22.2,0.51,,ME1
767,767,0.46,46,0.53,mucx,0.23,0.5,0,30.6,0.22,,ME1
768,768,0.48,42,0.48,mucx,0.19,0.5,0,34.8,0.22,,ME1
769,769,0.43,45,0.53,cdg,0.19,0.5,0,33.6,0.22,,ME1
770,770,0.28,36,0.55,mucx,0.15,0.5,0,34.2,0.22,,ME1
771,771,0.48,46,0.58,asqp,0.26,0.5,0,26.4,0.22,,ME1
772,772,0.74,72,0.5,cdg,0.28,0.5,0,30,0.27,,ME3
773,773,0.74,72,0.5,mucx,0.28,0.5,0,29.4,0.27,,ME3
774,774,0.38,62,0.52,mucx,0.14,0.5,0,31.8,0.22,,ME1
775,775,0.77,72,0.48,cdg,0.26,0.5,0,30.6,0.22,,ME3
776,776,0.44,42,0.57,cdg,0.22,0.5,0,30,0.25,,ME1
777,777,0.74,74,0.51,asqp,0.27,0.5,0,30,0.22,,ME3
778,778,0.39,81,0.35,mucx,0.28,0.5,0,30.6,0.45,,ME3
779,779,0.53,54,0.43,cdg,0.18,0.5,0,31.8,0.31,,ME1
780,780,0.38,45,0.37,mucx,0.19,0.5,0,31.2,0.3,,ME3
781,781,0.4,37,0.54,cdg,0.13,0.5,0,28.8,0.22,,ME1
782,782,0.31,30,0.34,mucx,0.19,0.5,0,33,0.3,,ME3
783,783,0.5,42,0.57,asqp,0.49,0.5,0,28.8,0.27,,ME1
784,784,0.59,61,0.51,mucx,0.62,0.5,0,30.6,0.38,,MIT
785,785,0.45,40,0.43,mucx,0.22,0.5,0,30.6,0.48,,ME1
786,786,0.47,54,0.53,asqp,0.77,0.5,0,31.2,0.36,,MIT
787,787,0.77,78,0.51,cdg,0.28,0.5,0,19.8,0.22,,ME3
788,788,0.74,71,0.52,cdg,0.3,0.5,0,16.2,0.22,,ME3
789,789,0.77,73,0.51,asqp,0.27,0.5,0,20.4,0.22,,ME3
790,790,0.47,61,0.5,asqp,0.23,0.5,0,29.4,0.22,,ME3
791,791,0.78,69,0.44,asqp,0.26,0.5,0,32.4,0.22,,ME1
792,792,0.49,60,0.3,asqp,0.34,0.5,0,30,0.43,,ME3
793,793,0.27,56,0.3,mucx,0.14,0.5,0,31.2,0.39,uax,ME3
794,794,0.4,39,0.33,cdg,0.17,0.5,0,30.6,0.31,,ME3
795,795,0.55,51,0.54,mucx,0.2,0.5,0,33.6,0.22,,ME1
796,796,0.95,71,0.27,cdg,0.39,0.5,0,18.6,0.22,,ME2
797,797,0.97,71,0.29,mucx,0.42,0.5,0,21,0.22,,ME2
798,798,0.44,43,0.34,asqp,0.21,0.5,0,33,0.4,,ME3
799,799,0.39,49,0.3,asqp,0.19,0.5,0,31.2,0.31,,ME3
800,800,0.38,48,0.51,asqp,0.13,0.5,0,30,0.32,,ME1
801,801,0.37,51,0.39,mucx,0.18,0.5,0,30.6,0.27,,ME3
802,802,0.27,49,0.36,cdg,0.26,0.5,0,29.4,0.26,,ME3
803,803,0.49,48,0.52,cdg,0.2,0.5,0,33,0.22,,ME1
804,804,0.36,39,0.54,asqp,0.16,0.5,0,30,0.28,uax,ME1
805,805,0.54,53,0.48,asqp,0.14,0.5,0,29.4,0.33,,ME1
806,806,0.37,48,0.5,asqp,0.26,0.5,0,31.2,0.39,,ME1
807,807,0.25,39,0.5,asqp,0.23,0.5,0,30,0.28,,ME1
808,808,0.49,71,0.54,cdg,0.13,0.5,0,34.8,0.22,,ME1
809,809,0.56,50,0.56,mucx,0.26,0.5,0,31.8,0.27,,ME1
810,810,0.41,53,0.41,cdg,0.15,0.5,0,32.4,0.25,,ME1
811,811,0.5,45,0.53,asqp,0.21,0.5,0,16.8,0.22,,ME1
812,812,0.46,37,0.48,cdg,0.36,0.5,0,28.8,0.22,,ME2
813,813,0.66,55,0.34,mucx,0.2,0.5,0,37.2,0.22,,ME3
814,814,0.42,65,0.58,asqp,0.34,0.5,0,30,0.22,,MIT
815,815,0.45,47,0.53,mucx,0.15,0.5,0,31.2,0.27,,ME1
816,816,0.42,28,0.51,cdg,0.23,0.5,0,31.8,0.27,,ME1
817,817,0.51,48,0.46,mucx,0.29,0.5,0,32.4,0.22,,ME1
818,818,0.75,69,0.48,asqp,0.13,0.5,0,34.2,0.4,,ME3
819,819,0.69,70,0.5,asqp,0.3,0.5,0,32.4,0.22,,ME3
820,820,0.63,55,0.53,cdg,0.51,0.5,0,33,0.22,,ME3
821,821,0.55,63,0.54,mucx,0.16,0.5,0,27,0.27,,ME1
822,822,0.46,62,0.54,asqp,0.25,0.5,0,27.6,0.22,uax,ME1
823,823,0.53,59,0.48,cdg,0.14,0.5,0,30.6,0.22,,ME1
824,824,0.42,53,0.57,cdg,0.17,0.5,0,29.4,0.22,,ME1
825,825,0.52,46,0.56,asqp,0.2,0.5,0,30,0.22,,ME1
826,826,0.53,43,0.57,cdg,0.24,0.5,0,23.4,0.28,,ME1
827,827,0.33,35,0.56,asqp,0.19,0.5,0,30,0.22,,ME1
828,828,0.45,48,0.56,asqp,0.56,0.5,0,28.2,0.22,,ME1
829,829,0.56,48,0.5,asqp,0.17,0.5,0,30.6,0.26,uxv,ME1
830,830,0.77,57,0.45,asqp,0.17,0.5,0,31.8,0.22,,ME1
831,831,0.56,59,0.54,asqp,0.18,0.5,0,28.8,0.46,,ME1
832,832,0.33,39,0.52,cdg,0.09,0.5,0,28.2,0.28,,ME1
833,833,0.48,41,0.54,mucx,0.39,0.5,0,30.6,0.22,,ME1
834,834,0.3,30,0.46,mucx,0.32,0.5,0,27,0.22,,ME1
835,835,0.38,26,0.6,asqp,0.1,0.5,0,28.8,0.44,,ME1
836,836,0.68,39,0.5,asqp,0.15,0.5,0,28.8,0.37,,ME1
837,837,0.62,41,0.52,mucx,0.17,0.5,0,28.8,0.22,rax,ME1
838,838,0.52,37,0.48,cdg,0.13,0.5,0,33,0.22,,ME1
839,839,0.32,48,0.49,mucx,0.17,0.5,0,28.2,0.22,,ME1
840,840,0.34,35,0.58,cdg,0.2,0.5,0,27.6,0.32,,ME1
841,841,0.33,21,0.53,cdg,0.15,1,0,31.2,0.5,rux,ME1
842,842,0.49,45,0.57,cdg,0.24,0.5,0,28.2,0.38,rax,ME1
843,843,0.4,28,0.48,cdg,0.06,0.5,0,29.4,0.42,,ME1
844,844,0.51,39,0.56,cdg,0.25,0.5,0,30.6,0.33,,ME1
845,845,0.45,45,0.52,cdg,0.17,0.5,0,32.4,0.22,,ME1
846,846,0.28,51,0.55,cdg,0.19,0.5,0,34.2,0.22,,ME1
847,847,0.51,51,0.56,mucx,0.28,0.5,0,32.4,0.27,,ME1
848,848,0.48,56,0.49,asqp,0.32,0.5,0,30,0.22,,ME1
849,849,0.59,46,0.48,cdg,0.46,0.5,0,29.4,0.22,,ME1
850,850,0.51,46,0.4,mucx,0.65,0.5,0,29.4,0.22,,MIT
851,851,0.37,44,0.51,cdg,0.56,0.5,0,30,0.38,,ME1
852,852,0.81,55,0.35,cdg,0.34,0.5,0,30.6,0.22,,ME2
853,853,0.53,45,0.53,cdg,0.18,0.5,0,25.2,0.22,,ME1
854,854,0.45,27,0.5,cdg,0.33,0.5,0,31.8,0.26,,ME1
855,855,0.36,33,0.38,asqp,0.15,0.5,0,33,0.36,,ME3
856,856,0.48,50,0.56,asqp,0.11,0.5,0,19.8,0.22,,ME1
857,857,0.35,47,0.53,mucx,0.19,0.5,0,28.8,0.22,,ME1
858,858,0.48,48,0.56,cdg,0.18,0.5,0,34.8,0.22,,ME1
859,859,0.6,59,0.47,asqp,0.47,0.5,0,31.8,0.22,,MIT
860,860,0.45,53,0.51,mucx,0.42,0.5,0,31.2,0.22,,MIT
861,861,0.29,40,0.41,cdg,0.48,0.5,0,31.8,0.3,,ME1
862,862,0.58,53,0.33,asqp,0.26,0.5,0,30.6,0.22,uxv,ME3
863,863,0.46,43,0.5,mucx,0.24,0.5,0,28.8,0.31,,ME1
864,864,0.43,46,0.5,mucx,0.21,0.5,0,29.4,0.34,,ME1
865,865,0.61,55,0.51,cdg,0.26,0.5,0,31.2,0.22,,ME1
866,866,0.5,62,0.52,mucx,0.3,0.5,0,33.6,0.22,,MIT
867,867,0.49,45,0.54,cdg,0.4,0.5,0,33,0.22,,MIT
868,868,0.64,53,0.59,asqp,0.14,0.5,0,31.8,0.22,,MIT
869,869,0.57,60,0.54,mucx,0.17,0.5,0,31.2,0.22,,MIT
870,870,0.38,31,0.59,mucx,0.19,0.5,0,27.6,0.22,,MIT
871,871,0.68,53,0.44,cdg,0.31,0.5,0,30.6,0.22,,MIT
872,872,0.24,41,0.47,mucx,0.16,0.5,0,30.6,0.38,,ME1
873,873,0.61,39,0.53,cdg,0.14,0.5,0,25.8,0.26,,ME1
874,874,0.39,16,0.59,asqp,0.08,0.5,0,30.6,0.27,,ME1
875,875,0.33,28,0.5,cdg,0.4,0.5,0,27.6,0.61,,ME1
876,876,0.51,55,0.56,asqp,0.18,0.5,0,30,0.38,,ME1
877,877,0.39,44,0.54,asqp,0.24,0.5,0,30.6,0.49,,ME1
878,878,0.43,48,0.53,asqp,0.18,0.5,0,27.6,0.22,,ME1
879,879,0.47,43,0.48,mucx,0.16,0.5,0,27.6,0.27,,ME1
880,880,0.52,50,0.51,asqp,0.2,0.5,0,30.6,0.22,,ME1
881,881,0.33,28,0.52,asqp,0.15,0.5,0,30.6,0.86,,ME1
882,882,0.36,48,0.5,cdg,0.13,0.5,0,29.4,0.6,,ME1
883,883,0.45,54,0.49,asqp,0.29,0.5,0,29.4,0.25,,ME1
884,884,0.55,59,0.53,asqp,0.15,0.5,0,29.4,0.22,,ME1
885,885,0.31,39,0.55,cdg,0.28,0.5,0,27.6,0.31,,ME1
886,886,0.43,41,0.51,asqp,0.34,0.5,0,29.4,0.28,,ME1
887,887,0.64,50,0.53,asqp,0.1,0.5,0,30.6,0.22,,ME1
888,888,0.41,52,0.56,mucx,0.26,0.5,0,28.8,0.32,,ME1
889,889,0.48,47,0.59,asqp,0.41,0.5,0,33.6,0.27,,ME1
890,890,0.49,49,0.51,cdg,0.29,0.5,0,31.2,0.71,,ME1
891,891,0.41,52,0.51,cdg,0.22,0.5,0,31.2,0.44,,ME1
892,892,0.51,61,0.5,asqp,0.23,0.5,0,31.2,0.61,,ME1
893,893,0.59,47,0.51,cdg,0.53,0.5,0,31.8,0.26,,ME1
894,894,0.4,60,0.5,asqp,0.16,0.5,0,30.6,0.22,,ME1
895,895,0.54,53,0.53,asqp,0.17,0.5,0,30.6,0.39,,ME1
896,896,0.61,46,0.54,mucx,0.11,0.5,0,28.2,0.22,rux,ME1
897,897,0.66,55,0.54,asqp,0.18,0.5,0,25.8,0.22,,ME1
898,898,0.53,46,0.54,cdg,0.37,0.5,0,30.6,0.3,,ME1
899,899,0.41,41,0.43,asqp,0.61,0.5,0,31.8,0.22,,MIT
900,900,0.58,31,0.6,asqp,0.12,0.5,0,28.2,0.33,,ME1
901,901,0.49,67,0.5,asqp,0.28,0.5,0,25.8,0.22,uxv,ME1
